17??0??0	1	82.6	90	90	90	90	27.5	90	90
17??0??0	1	83.1	90	90	90	90	27.4	90	90
17??0??1	1	83.7	90	90	90	90	27.4	90	90
17??0??1	1	84.8	90	90	90	90	27.4	90	90
17??0??1	1	85.4	90	90	90	90	27.3	90	90
17??0??1	1	86	90	90	90	90	27.3	90	90
17??0??1	1	86.7	90	90	90	90	27.3	90	90
17??0??1	1	87.3	90	90	90	90	27.3	90	90
17??0??1	1	87.9	90	90	90	90	27.2	90	90
17??0??1	1	88.4	90	90	90	90	27.2	90	90
17??0??1	1	89.4	90	90	90	90	27.2	90	90
17??0??2	1	89.9	90	90	90	90	27.2	90	90
17??0??2	1	90.4	90	90	90	90	27.2	90	90
17??0??2	1	90.9	90	90	90	90	27.1	90	90
17??0??2	1	91.4	90	90	90	90	27.1	90	90
17??0??2	1	91.9	90	90	90	90	27.1	90	90
17??0??2	1	92.4	90	90	90	90	27.1	90	90
17??0??2	1	92.9	90	90	90	90	27.1	90	90
17??0??2	1	94	90	90	90	90	27.1	90	90
17??0??2	1	94.6	90	90	90	90	27.1	90	90
17??0??2	1	95.2	90	90	90	90	27.1	90	90
17??0??3	1	95.7	90	90	90	90	27.1	90	90
17??0??3	1	96.2	90	90	90	90	27.1	90	90
17??0??3	1	96.7	90	90	90	90	27.1	90	90
17??0??3	1	97.2	90	90	90	90	27.1	90	90
17??0??3	1	98.2	90	90	90	90	27.1	90	90
17??0??3	1	98.7	90	90	90	90	27.1	90	90
17??0??3	1	99.2	90	90	90	90	27	90	90
17??0??3	1	99.8	90	90	90	90	27	90	90
17??0??3	1	100.2	90	90	90	90	27	90	90
17??0??4	1	100.7	90	90	90	90	27	90	90
17??0??4	1	101.2	90	90	90	90	27	90	90
17??0??4	1	102.1	90	90	90	90	27	90	90
17??0??4	1	102.6	90	90	90	90	27	90	90
17??0??4	1	103	90	90	90	90	27	90	90
17??0??4	1	103.5	90	90	90	90	27	90	90
17??0??4	1	103.9	90	90	90	90	27	90	90
17??0??4	1	104.4	90	90	90	90	27	90	90
17??0??4	1	104.8	90	90	90	90	27	90	90
17??0??5	1	105.4	90	90	90	90	27	90	90
17??0??5	1	106.5	90	90	90	90	27	90	90
17??0??5	1	107.1	90	90	90	90	27	90	90
17??0??5	1	107.6	90	90	90	90	27	90	90
17??0??5	1	108	90	90	90	90	27	90	90
17??0??5	1	108.5	90	90	90	90	27	90	90
17??0??5	1	109	90	90	90	90	27	90	90
17??0??5	1	109.4	90	90	90	90	27	90	90
17??0??5	1	109.6	90	90	90	90	27	90	90
17??0??5	1	109.4	90	90	90	90	26.9	90	90
17??1??0	1	109.1	90	90	90	90	26.9	90	90
17??1??0	1	108.7	90	90	90	90	26.9	90	90
17??1??0	1	108.4	90	90	90	90	26.9	90	90
17??1??0	1	108	90	90	90	90	26.9	90	90
17??1??0	1	107.5	90	90	90	90	26.9	90	90
17??1??0	1	106.4	90	90	90	90	26.9	90	90
17??1??0	1	105.8	90	90	90	90	26.9	90	90
17??1??0	1	105.2	90	90	90	90	26.9	90	90
17??1??0	1	104.6	90	90	90	90	26.9	90	90
17??1??1	1	104.1	90	90	90	90	26.9	90	90
17??1??1	1	103.5	90	90	90	90	26.9	90	90
17??1??1	1	102.9	90	90	90	90	26.9	90	90
17??1??1	1	102.4	90	90	90	90	26.9	90	90
17??1??1	1	101.3	90	90	90	90	26.9	90	90
17??1??1	1	100.7	90	90	90	90	26.9	90	90
17??1??1	1	100.2	90	90	90	90	26.9	90	90
17??1??1	1	99.5	90	90	90	90	26.9	90	90
17??1??1	1	98.9	90	90	90	90	26.9	90	90
17??1??2	1	98.3	90	90	90	90	26.9	90	90
17??1??2	1	97.7	90	90	90	90	26.9	90	90
17??1??2	1	96.7	90	90	90	90	26.9	90	90
17??1??2	1	96.2	90	90	90	90	26.9	90	90
17??1??2	1	95.7	90	90	90	90	26.9	90	90
17??1??2	1	95.2	90	90	90	90	26.9	90	90
17??1??2	1	94.6	90	90	90	90	26.9	90	90
17??1??2	1	94.1	90	90	90	90	26.9	90	90
17??1??2	1	93.5	90	90	90	90	26.9	90	90
17??1??3	1	92.3	90	90	90	90	26.9	90	90
17??1??3	1	91.6	90	90	90	90	26.9	90	90
17??1??3	1	91	90	90	90	90	26.9	90	90
17??1??3	1	90.4	90	90	90	90	26.9	90	90
17??1??3	1	89.8	90	90	90	90	26.9	90	90
17??1??3	1	89.2	90	90	90	90	26.9	90	90
17??1??3	1	88.6	90	90	90	90	26.9	90	90
17??1??3	1	87.5	90	90	90	90	26.9	90	90
17??1??3	1	87	90	90	90	90	26.9	90	90
17??1??3	1	86.6	90	90	90	90	26.9	90	90
17??1??4	1	86.2	90	90	90	90	26.9	90	90
17??1??4	1	85.7	90	90	90	90	26.9	90	90
17??1??4	1	85.3	90	90	90	90	26.9	90	90
17??1??4	1	84.8	90	90	90	90	26.9	90	90
17??1??4	1	84.3	90	90	90	90	26.9	90	90
17??1??4	1	83.3	90	90	90	90	26.9	90	90
17??1??4	1	82.8	90	90	90	90	26.9	90	90
17??1??4	1	82.2	90	90	90	90	26.9	90	90
17??1??4	1	81.7	90	90	90	90	26.9	90	90
17??1??5	1	81.3	90	90	90	90	26.9	90	90
17??1??5	1	80.8	90	90	90	90	26.9	90	90
17??1??5	1	80.4	90	90	90	90	26.9	90	90
17??1??5	1	79.4	90	90	90	90	26.9	90	90
17??1??5	1	79	90	90	90	90	26.9	90	90
17??1??5	1	78.5	90	90	90	90	26.9	90	90
17??1??5	1	78	90	90	90	90	26.9	90	90
17??1??5	1	77.5	90	90	90	90	26.9	90	90
17??1??5	1	77	90	90	90	90	26.9	90	90
17??2??0	1	76.4	90	90	90	90	26.9	90	90
17??2??0	1	75.5	90	90	90	90	26.9	90	90
17??2??0	1	75.1	90	90	90	90	26.9	90	90
17??2??0	1	74.7	90	90	90	90	26.9	90	90
17??2??0	1	74.3	90	90	90	90	26.9	90	90
17??2??0	1	74.1	90	90	90	90	26.9	90	90
17??2??0	1	74	90	90	90	90	26.9	90	90
17??2??0	1	74	90	90	90	90	26.9	90	90
17??2??0	1	74.3	90	90	90	90	26.9	90	90
17??2??0	1	74.5	90	90	90	90	26.9	90	90
17??2??1	1	74.9	90	90	90	90	26.9	90	90
17??2??1	1	75.2	90	90	90	90	26.9	90	90
17??2??1	1	75.5	90	90	90	90	26.9	90	90
17??2??1	1	75.9	90	90	90	90	26.9	90	90
17??2??1	1	76.3	90	90	90	90	26.9	90	90
17??2??1	1	76.8	90	90	90	90	26.9	90	90
17??2??1	1	77.8	90	90	90	90	26.9	90	90
17??2??1	1	78.4	90	90	90	90	26.9	90	90
17??2??1	1	78.9	90	90	90	90	26.9	90	90
17??2??2	1	79.3	90	90	90	90	26.9	90	90
17??2??2	1	79.8	90	90	90	90	26.9	90	90
17??2??2	1	80.3	90	90	90	90	26.9	90	90
17??2??2	1	80.8	90	90	90	90	26.9	90	90
17??2??2	1	81.8	90	90	90	90	26.9	90	90
17??2??2	1	82.3	90	90	90	90	26.9	90	90
17??2??2	1	82.9	90	90	90	90	26.9	90	90
17??2??2	1	83.5	90	90	90	90	26.9	90	90
17??2??2	1	84.1	90	90	90	90	26.9	90	90
17??2??3	1	84.6	90	90	90	90	26.9	90	90
17??2??3	1	85.2	90	90	90	90	26.9	90	90
17??2??3	1	86.4	90	90	90	90	26.9	90	90
17??2??3	1	87	90	90	90	90	26.9	90	90
17??2??3	1	87.5	90	90	90	90	26.9	90	90
17??2??3	1	88	90	90	90	90	26.9	90	90
17??2??3	1	88.6	90	90	90	90	26.9	90	90
17??2??3	1	89.3	90	90	90	90	26.9	90	90
17??2??3	1	89.8	90	90	90	90	26.9	90	90
17??2??4	1	90.3	90	90	90	90	26.9	90	90
17??2??4	1	91.4	90	90	90	90	26.9	90	90
17??2??4	1	92	90	90	90	90	26.9	90	90
17??2??4	1	92.5	90	90	90	90	26.9	90	90
17??2??4	1	93	90	90	90	90	26.9	90	90
17??2??4	1	93.5	90	90	90	90	26.9	90	90
17??2??4	1	94.1	90	90	90	90	26.9	90	90
17??2??4	1	94.6	90	90	90	90	26.9	90	90
17??2??4	1	95.7	90	90	90	90	26.9	90	90
17??2??4	1	96.2	90	90	90	90	26.9	90	90
17??2??5	1	96.7	90	90	90	90	26.8	90	90
17??2??5	1	97.3	90	90	90	90	26.8	90	90
17??2??5	1	97.8	90	90	90	90	26.8	90	90
17??2??5	1	98.2	90	90	90	90	26.8	90	90
17??2??5	1	98.7	90	90	90	90	26.8	90	90
17??2??5	1	99.8	90	90	90	90	26.8	90	90
17??2??5	1	100.4	90	90	90	90	26.8	90	90
17??2??5	1	100.9	90	90	90	90	26.8	90	90
17??2??5	1	101.4	90	90	90	90	26.8	90	90
17??3??0	1	102	90	90	90	90	26.8	90	90
17??3??0	1	102.5	90	90	90	90	26.8	90	90
17??3??0	1	103	90	90	90	90	26.8	90	90
17??3??0	1	103.9	90	90	90	90	26.8	90	90
17??3??0	1	104.3	90	90	90	90	26.8	90	90
17??3??0	1	104.9	90	90	90	90	26.8	90	90
17??3??0	1	105.4	90	90	90	90	26.9	90	90
17??3??0	1	105.9	90	90	90	90	26.8	90	90
17??3??0	1	106.4	90	90	90	90	26.9	90	90
17??3??1	1	106.9	90	90	90	90	26.9	90	90
17??3??1	1	107.3	90	90	90	90	26.9	90	90
17??3??1	1	108.1	90	90	90	90	26.8	90	90
17??3??1	1	108.5	90	90	90	90	26.8	90	90
17??3??1	1	108.8	90	90	90	90	26.9	90	90
17??3??1	1	109.2	90	90	90	90	26.9	90	90
17??3??1	1	109.6	90	90	90	90	26.8	90	90
17??3??1	1	109.8	90	90	90	90	26.8	90	90
17??3??1	1	109.8	90	90	90	90	26.9	90	90
17??3??1	1	109.3	90	90	90	90	26.8	90	90
17??3??2	1	109	90	90	90	90	26.8	90	90
17??3??2	1	108.6	90	90	90	90	26.8	90	90
17??3??2	1	108.2	90	90	90	90	26.8	90	90
17??3??2	1	107.8	90	90	90	90	26.8	90	90
17??3??2	1	107.3	90	90	90	90	26.8	90	90
17??3??2	1	106.8	90	90	90	90	26.8	90	90
17??3??2	1	105.8	90	90	90	90	26.8	90	90
17??3??2	1	105.2	90	90	90	90	26.8	90	90
17??3??2	1	104.6	90	90	90	90	26.8	90	90
17??3??3	1	104	90	90	90	90	26.8	90	90
17??3??3	1	103.5	90	90	90	90	26.8	90	90
17??3??3	1	102.9	90	90	90	90	26.8	90	90
17??3??3	1	102.3	90	90	90	90	26.8	90	90
17??3??3	1	101.1	90	90	90	90	26.8	90	90
17??3??3	1	100.6	90	90	90	90	26.8	90	90
17??3??3	1	100	90	90	90	90	26.8	90	90
17??3??3	1	99.4	90	90	90	90	26.8	90	90
17??3??3	1	98.8	90	90	90	90	26.8	90	90
17??3??4	1	98.3	90	90	90	90	26.8	90	90
17??3??4	1	97.8	90	90	90	90	26.8	90	90
17??3??4	1	97.3	90	90	90	90	26.8	90	90
17??3??4	1	96.3	90	90	90	90	26.8	90	90
17??3??4	1	95.8	90	90	90	90	26.8	90	90
17??3??4	1	95.2	90	90	90	90	26.8	90	90
17??3??4	1	94.6	90	90	90	90	26.8	90	90
17??3??4	1	93.9	90	90	90	90	26.8	90	90
17??3??4	1	93.3	90	90	90	90	26.8	90	90
17??3??5	1	92.7	90	90	90	90	26.8	90	90
17??3??5	1	91.6	90	90	90	90	26.8	90	90
17??3??5	1	91	90	90	90	90	26.8	90	90
17??3??5	1	90.4	90	90	90	90	26.8	90	90
17??3??5	1	89.8	90	90	90	90	26.8	90	90
17??3??5	1	89.3	90	90	90	90	26.8	90	90
17??3??5	1	88.8	90	90	90	90	26.8	90	90
17??3??5	1	88.3	90	90	90	90	26.8	90	90
17??3??5	1	87.3	90	90	90	90	26.8	90	90
17??3??5	1	86.8	90	90	90	90	26.8	90	90
17??4??0	1	86.3	90	90	90	90	26.8	90	90
17??4??0	1	85.8	90	90	90	90	26.9	90	90
17??4??0	1	85.3	90	90	90	90	26.9	90	90
17??4??0	1	84.8	90	90	90	90	26.9	90	90
17??4??0	1	84.3	90	90	90	90	26.9	90	90
17??4??0	1	83.4	90	90	90	90	26.9	90	90
17??4??0	1	82.9	90	90	90	90	26.9	90	90
17??4??0	1	82.3	90	90	90	90	26.9	90	90
17??4??0	1	81.7	90	90	90	90	26.9	90	90
17??4??1	1	81.2	90	90	90	90	26.9	90	90
17??4??1	1	80.7	90	90	90	90	26.9	90	90
17??4??1	1	80.1	90	90	90	90	26.9	90	90
17??4??1	1	79.6	90	90	90	90	26.9	90	90
17??4??1	1	78.7	90	90	90	90	26.9	90	90
17??4??1	1	78.2	90	90	90	90	26.9	90	90
17??4??1	1	77.7	90	90	90	90	26.9	90	90
17??4??1	1	77.2	90	90	90	90	26.9	90	90
17??4??1	1	76.8	90	90	90	90	26.9	90	90
17??4??2	1	76.3	90	90	90	90	26.9	90	90
17??4??2	1	75.8	90	90	90	90	26.9	90	90
17??4??2	1	75	90	90	90	90	26.9	90	90
17??4??2	1	74.5	90	90	90	90	26.9	90	90
17??4??2	1	74.1	90	90	90	90	26.9	90	90
17??4??2	1	73.8	90	90	90	90	26.9	90	90
17??4??2	1	73.7	90	90	90	90	26.9	90	90
17??4??2	1	73.8	90	90	90	90	26.9	90	90
17??4??2	1	73.9	90	90	90	90	26.9	90	90
17??4??2	1	74.4	90	90	90	90	26.9	90	90
17??4??3	1	74.7	90	90	90	90	26.9	90	90
